#,접수번호,접수일자,검체유형_x,시설명,시료명_x,의뢰기관,의뢰자_x,대표자,진행상황,부적합항목수,부적합항목,제조번호,제조일자,유통기한,확인일,의뢰구분,성적서용도,검사목적,검사결과,공문번호,공문의뢰일,문서시행번호,문서시행일,최종승인일,담당팀,담당자,채취방법,채취확인자,업체명,업종,배출시설,의뢰주소,전화번호,이동전화,이메일,채취일자,채취장소_x,처리기간,처리일,수수료,항목수_x,번호,채취장소_y,의뢰자_y,검체유형_y,시료명_y,접수일,항목수_y,폼알데하이드,PM10,PM2.5,CO2,부유세균,라돈,라돈(밀폐),벤젠,톨루엔,에틸벤젠,자일렌,스틸렌,일산화탄소,염화수소,암모니아,시안화수소,페놀화합물,크롬화합물,먼지,구리화합물,질소산화물,수은화합물,카드뮴화합물,황화수소,니켈및그화합물,포름알데히드,불소화합물,아연화합물,매연,비소화합물,유류 중 황함유량,철화합물,트리클로로에틸렌,아크릴로니트릴,"1,2-Dichlorethane",Carbon tetrachloride,테트라클로로에틸렌,클로로포름,황산화물,이황화탄소,총탄화수소,납화합물
,2792400187-02,2024-07-02,실내공기질/실내공기질/다,한화생명일산사옥,지하2층 출입구,고양시,고양시장,,결과승인완료,0,,,,,2024-07-15,관원,,,적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-10371,2024-07-15,2024-07-15,대기환경팀(B),김지영,,,,,실내주차장,경기 고양시 덕양구 마상로126번길 91 (주교동),,,,2024-07-02,경기 고양시 일산동구 정발산로42번길 5 (장항동),10,2024-07-15,0,3,365,경기 고양시 일산동구 정발산로42번길 5 (장항동),고양시장,실내공기질/실내공기질/다,지하2층 출입구,07-02,3/3,16.3,45.6,,654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400188-01,2024-07-02,실내공기질/실내공기질/다,동문굿모닝힐1차 102동,지하1층 출입구,고양시,고양시장,,결과승인완료,0,,,,,2024-07-15,관원,,,적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-10371,2024-07-15,2024-07-15,대기환경팀(B),김지영,,,,,실내주차장,경기 고양시 덕양구 마상로126번길 91 (주교동),,,,2024-07-02,경기 고양시 일산동구 장백로 20 (백석동),10,2024-07-15,0,3,366,경기 고양시 일산동구 장백로 20 (백석동),고양시장,실내공기질/실내공기질/다,지하1층 출입구,07-02,3/3,9.9,31.7,,685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400188-02,2024-07-02,실내공기질/실내공기질/다,동문굿모닝힐1차 102동,지하2층 출입구,고양시,고양시장,,결과승인완료,0,,,,,2024-07-15,관원,,,적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-10371,2024-07-15,2024-07-15,대기환경팀(B),김지영,,,,,실내주차장,경기 고양시 덕양구 마상로126번길 91 (주교동),,,,2024-07-02,경기 고양시 일산동구 장백로 20 (백석동),10,2024-07-15,0,3,367,경기 고양시 일산동구 장백로 20 (백석동),고양시장,실내공기질/실내공기질/다,지하2층 출입구,07-02,3/3,11.5,77.0,,622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400189-01,2024-07-03,실내공기질/실내공기질/다,동문굿모닝힐1차 103동,지하1층,고양시,고양시장,,결과승인완료,0,,,,,2024-07-15,관원,,,적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-10371,2024-07-15,2024-07-15,대기환경팀(B),김지영,,,,,실내주차장,경기 고양시 덕양구 마상로126번길 91 (주교동),,,,2024-07-03,경기 고양시 일산동구 장백로 26 (백석동),10,2024-07-16,0,3,368,경기 고양시 일산동구 장백로 26 (백석동),고양시장,실내공기질/실내공기질/다,지하1층,07-03,3/3,13.1,34.1,,666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400189-02,2024-07-03,실내공기질/실내공기질/다,동문굿모닝힐1차 103동,지하2층,고양시,고양시장,,결과승인완료,0,,,,,2024-07-15,관원,,,적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-10371,2024-07-15,2024-07-15,대기환경팀(B),김지영,,,,,실내주차장,경기 고양시 덕양구 마상로126번길 91 (주교동),,,,2024-07-03,경기 고양시 일산동구 장백로 26 (백석동),10,2024-07-16,0,3,369,경기 고양시 일산동구 장백로 26 (백석동),고양시장,실내공기질/실내공기질/다,지하2층,07-03,3/3,14.3,45.9,,594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400190-01,2024-07-03,실내공기질/실내공기질/다,동문굿모닝힐1차 101동,지하1층,고양시,고양시장,,결과승인완료,0,,,,,2024-07-15,관원,,,적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-10371,2024-07-15,2024-07-15,대기환경팀(B),김지영,,,,,실내주차장,경기 고양시 덕양구 마상로126번길 91 (주교동),,,,2024-07-03,경기 고양시 일산동구 장백로 10 (백석동),10,2024-07-16,0,3,370,경기 고양시 일산동구 장백로 10 (백석동),고양시장,실내공기질/실내공기질/다,지하1층,07-03,3/3,12.2,58.0,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400190-02,2024-07-03,실내공기질/실내공기질/다,동문굿모닝힐1차 101동,지하2층,고양시,고양시장,,결과승인완료,1,이산화탄소,,,,2024-07-15,관원,,,적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-10371,2024-07-15,2024-07-15,대기환경팀(B),김지영,,,,,실내주차장,경기 고양시 덕양구 마상로126번길 91 (주교동),,,,2024-07-03,경기 고양시 일산동구 장백로 10 (백석동),10,2024-07-16,0,3,371,경기 고양시 일산동구 장백로 10 (백석동),고양시장,실내공기질/실내공기질/다,지하2층,07-03,3/3,15.9,51.1,,1084.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400192-01,2024-07-10,실내공기질/실내공기질/다,포오스프라자,지하1층,고양시,고양시장,,결과승인완료,0,,,,,2024-07-19,관원,,,적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-10756,2024-07-22,2024-07-22,대기환경팀(B),김재광,,,,,실내주차장,경기 고양시 덕양구 마상로126번길 91 (주교동),,,,2024-07-10,경기 고양시 일산서구 일중로 17 (일산동),9,2024-07-22,0,3,374,경기 고양시 일산서구 일중로 17 (일산동),고양시장,실내공기질/실내공기질/다,지하1층,07-10,3/3,15.1,43.5,,769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400192-02,2024-07-10,실내공기질/실내공기질/다,포오스프라자,지하2층,고양시,고양시장,,결과승인완료,0,,,,,2024-07-19,관원,,,적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-10756,2024-07-22,2024-07-22,대기환경팀(B),김재광,,,,,실내주차장,경기 고양시 덕양구 마상로126번길 91 (주교동),,,,2024-07-10,경기 고양시 일산서구 일중로 17 (일산동),9,2024-07-22,0,3,375,경기 고양시 일산서구 일중로 17 (일산동),고양시장,실내공기질/실내공기질/다,지하2층,07-10,3/3,16.9,31.8,,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400193-01,2024-07-10,실내공기질/실내공기질/다,SK브로드밴드,지하1층 복도출입구,고양시,고양시장,,결과승인완료,0,,,,,2024-07-19,관원,,,적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-10756,2024-07-22,2024-07-22,대기환경팀(B),김재광,,,,,실내주차장,경기 고양시 일산동구 중앙로 1333 (장항동),,,,2024-07-10,경기 고양시 일산동구 중앙로 1333 (장항동),9,2024-07-22,0,3,376,경기 고양시 일산동구 중앙로 1333 (장항동),고양시장,실내공기질/실내공기질/다,지하1층 복도출입구,07-10,3/3,9.3,31.0,,497.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400193-02,2024-07-10,실내공기질/실내공기질/다,SK브로드밴드,지하2층 차량진입로,고양시,고양시장,,결과승인완료,0,,,,,2024-07-19,관원,,,적합,기후에너지과-4673,2024-01-26,경기도보건환경연구원북부지원-10756,2024-07-22,2024-07-22,대기환경팀(B),김재광,,,,,실내주차장,경기 고양시 일산동구 중앙로 1333 (장항동),,,,2024-07-10,경기 고양시 일산동구 중앙로 1333 (장항동),9,2024-07-22,0,3,377,경기 고양시 일산동구 중앙로 1333 (장항동),고양시장,실내공기질/실내공기질/다,지하2층 차량진입로,07-10,3/3,9.2,39.8,,548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400200-01,2024-07-16,실내공기질/실내공기질/다중이용시설,별내선(8호선),다산역 대합실,경기도,철도건설과장,,결과승인완료,0,,,,,2024-07-24,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-10911,2024-07-24,2024-07-24,대기환경팀(B),위효빈,,,,,지하철,경기 의정부시 청사로 1 (신곡동) 경기도청 북부청사,,,,2024-07-16,경기 남양주시 다산중앙로123번길 22-80 (다산동) 다산역 대합실,0,,0,1,389,경기 남양주시 다산중앙로123번길 22-80 (다산동) 다산역 대합실,철도건설과장,실내공기질/실내공기질/다중이용시설,다산역 대합실,07-16,1/1,,,,,,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400200-02,2024-07-16,실내공기질/실내공기질/다중이용시설,별내선(8호선),다산역 승강장,경기도,철도건설과장,,결과승인완료,0,,,,,2024-07-24,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-10911,2024-07-24,2024-07-24,대기환경팀(B),위효빈,,,,,지하철,경기 의정부시 청사로 1 (신곡동) 경기도청 북부청사,,,,2024-07-16,경기 남양주시 다산중앙로123번길 22-80 (다산동) 다산역 승강장,0,,0,1,390,경기 남양주시 다산중앙로123번길 22-80 (다산동) 다산역 승강장,철도건설과장,실내공기질/실내공기질/다중이용시설,다산역 승강장,07-16,1/1,,,,,,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400200-03,2024-07-16,실내공기질/실내공기질/다중이용시설,별내선(8호선),별내역 대합실,경기도,철도건설과장,,결과승인완료,0,,,,,2024-07-24,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-10911,2024-07-24,2024-07-24,대기환경팀(B),위효빈,,,,,지하철,경기 의정부시 청사로 1 (신곡동) 경기도청 북부청사,,,,2024-07-16,경기 남양주시 경춘북로 375 (별내동) 별내역 대합실,0,,0,1,391,경기 남양주시 경춘북로 375 (별내동) 별내역 대합실,철도건설과장,실내공기질/실내공기질/다중이용시설,별내역 대합실,07-16,1/1,,,,,,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400200-04,2024-07-16,실내공기질/실내공기질/다중이용시설,별내선(8호선),별내역 승강장,경기도,철도건설과장,,결과승인완료,0,,,,,2024-07-24,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-10911,2024-07-24,2024-07-24,대기환경팀(B),위효빈,,,,,지하철,경기 의정부시 청사로 1 (신곡동) 경기도청 북부청사,,,,2024-07-16,경기 남양주시 경춘북로 375 (별내동) 별내역 승강장,0,,0,1,392,경기 남양주시 경춘북로 375 (별내동) 별내역 승강장,철도건설과장,실내공기질/실내공기질/다중이용시설,별내역 승강장,07-16,1/1,,,,,,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400200-05,2024-07-16,실내공기질/실내공기질/다중이용시설,별내선(8호선),장자호수공원역 대합실,경기도,철도건설과장,,결과승인완료,0,,,,,2024-07-24,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-10911,2024-07-24,2024-07-24,대기환경팀(B),위효빈,,,,,지하철,경기 의정부시 청사로 1 (신곡동) 경기도청 북부청사,,,,2024-07-16,경기 구리시 수택동 878 장자호수공원역 대합실,0,,0,1,393,경기 구리시 수택동 878 장자호수공원역 대합실,철도건설과장,실내공기질/실내공기질/다중이용시설,장자호수공원역 대합실,07-16,1/1,,,,,,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400200-06,2024-07-16,실내공기질/실내공기질/다중이용시설,별내선(8호선),장자호수공원역 승강장,경기도,철도건설과장,,결과승인완료,0,,,,,2024-07-24,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-10911,2024-07-24,2024-07-24,대기환경팀(B),위효빈,,,,,지하철,경기 의정부시 청사로 1 (신곡동) 경기도청 북부청사,,,,2024-07-16,경기 구리시 수택동 878 장자호수공원역 승강장,0,,0,1,394,경기 구리시 수택동 878 장자호수공원역 승강장,철도건설과장,실내공기질/실내공기질/다중이용시설,장자호수공원역 승강장,07-16,1/1,,,,,,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400200-07,2024-07-16,실내공기질/실내공기질/다중이용시설,별내선(8호선),구리역 대합실,경기도,철도건설과장,,결과승인완료,0,,,,,2024-07-24,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-10911,2024-07-24,2024-07-24,대기환경팀(B),위효빈,,,,,지하철,경기 의정부시 청사로 1 (신곡동) 경기도청 북부청사,,,,2024-07-16,경기 구리시 인창동 674-1 구리역 대합실,0,,0,1,395,경기 구리시 인창동 674-1 구리역 대합실,철도건설과장,실내공기질/실내공기질/다중이용시설,구리역 대합실,07-16,1/1,,,,,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400200-08,2024-07-16,실내공기질/실내공기질/다중이용시설,별내선(8호선),구리역 승강장,경기도,철도건설과장,,결과승인완료,0,,,,,2024-07-24,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-10911,2024-07-24,2024-07-24,대기환경팀(B),위효빈,,,,,지하철,경기 의정부시 청사로 1 (신곡동) 경기도청 북부청사,,,,2024-07-16,경기 구리시 인창동 674-1 구리역 승강장,0,,0,1,396,경기 구리시 인창동 674-1 구리역 승강장,철도건설과장,실내공기질/실내공기질/다중이용시설,구리역 승강장,07-16,1/1,,,,,,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400200-09,2024-07-16,실내공기질/실내공기질/다중이용시설,별내선(8호선),동구릉역 대합실,경기도,철도건설과장,,결과승인완료,0,,,,,2024-07-24,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-10911,2024-07-24,2024-07-24,대기환경팀(B),위효빈,,,,,지하철,경기 의정부시 청사로 1 (신곡동) 경기도청 북부청사,,,,2024-07-16,경기 구리시 인창동 678-7 동구릉역 대합실,0,,0,1,397,경기 구리시 인창동 678-7 동구릉역 대합실,철도건설과장,실내공기질/실내공기질/다중이용시설,동구릉역 대합실,07-16,1/1,,,,,,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400200-10,2024-07-16,실내공기질/실내공기질/다중이용시설,별내선(8호선),동구릉역 승강장,경기도,철도건설과장,,결과승인완료,0,,,,,2024-07-24,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-10911,2024-07-24,2024-07-24,대기환경팀(B),위효빈,,,,,지하철,경기 의정부시 청사로 1 (신곡동) 경기도청 북부청사,,,,2024-07-16,경기 구리시 인창동 678-7 동구릉역 승강장,0,,0,1,398,경기 구리시 인창동 678-7 동구릉역 승강장,철도건설과장,실내공기질/실내공기질/다중이용시설,동구릉역 승강장,07-16,1/1,,,,,,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400204-01,2024-07-23,실내공기질/실내공기질/나,수진사자비원,1층 접수대,남양주시,남양주시장,,결과승인완료,0,,,,,2024-08-02,관원,,,적합,기후에너지과-3067,2024-01-18,경기도보건환경연구원북부지원-11471,2024-08-02,2024-08-02,대기환경팀(B),위효빈,,,,,노인요양시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-07-23,경기 남양주시 천마산로 109-30 (호평동) 수진사 자비원,10,2024-08-05,0,5,410,경기 남양주시 천마산로 109-30 (호평동) 수진사 자비원,남양주시장,실내공기질/실내공기질/나,1층 접수대,07-23,5/5,18.2,11.3,9.1,747.0,527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400204-02,2024-07-23,실내공기질/실내공기질/나,수진사자비원,2층 접수대,남양주시,남양주시장,,결과승인완료,0,,,,,2024-08-02,관원,,,적합,기후에너지과-3067,2024-01-18,경기도보건환경연구원북부지원-11471,2024-08-02,2024-08-02,대기환경팀(B),위효빈,,,,,노인요양시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-07-23,경기 남양주시 천마산로 109-30 (호평동) 수진사 자비원,10,2024-08-05,0,5,411,경기 남양주시 천마산로 109-30 (호평동) 수진사 자비원,남양주시장,실내공기질/실내공기질/나,2층 접수대,07-23,5/5,25.2,4.7,3.3,637.0,457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400205-01,2024-07-23,실내공기질/실내공기질/나,필립요양병원,4층 접수대,남양주시,남양주시장,,결과승인완료,0,,,,,2024-08-02,관원,,,적합,기후에너지과-3067,2024-01-18,경기도보건환경연구원북부지원-11471,2024-08-02,2024-08-02,대기환경팀(B),위효빈,,,,,의료기관,경기 남양주시 경춘로 1037 (금곡동),,,,2024-07-23,경기 남양주시 경춘로1308번길 2 (평내동) 필립요양병원,10,2024-08-05,0,5,412,경기 남양주시 경춘로1308번길 2 (평내동) 필립요양병원,남양주시장,실내공기질/실내공기질/나,4층 접수대,07-23,5/5,20.3,7.3,2.8,593.0,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400205-02,2024-07-23,실내공기질/실내공기질/나,필립요양병원,7층 접수대,남양주시,남양주시장,,결과승인완료,0,,,,,2024-08-02,관원,,,적합,기후에너지과-3067,2024-01-18,경기도보건환경연구원북부지원-11471,2024-08-02,2024-08-02,대기환경팀(B),위효빈,,,,,의료기관,경기 남양주시 경춘로 1037 (금곡동),,,,2024-07-23,경기 남양주시 경춘로1308번길 2 (평내동) 필립요양병원,10,2024-08-05,0,5,413,경기 남양주시 경춘로1308번길 2 (평내동) 필립요양병원,남양주시장,실내공기질/실내공기질/나,7층 접수대,07-23,5/5,28.3,10.2,4.9,621.0,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400209-01,2024-07-24,실내공기질/연구/실내공기질,별내역,별내역 집수정,경기도,,,결과승인완료,0,,,,,2024-07-26,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-11136,2024-07-26,2024-07-26,대기환경팀(B),조의호,,,,,지하역사,경기 의정부시 청사로 1 (신곡동),,,,2024-07-22,경기 구리시 건원대로34번길 32-29 (인창동),5,2024-07-30,0,1,417,경기 구리시 건원대로34번길 32-29 (인창동),,실내공기질/연구/실내공기질,별내역 집수정,07-24,1/1,,,,,,8393.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400210-01,2024-07-24,실내공기질/연구/실내공기질,구리역,구리역 집수정,경기도,,,결과승인완료,0,,,,,2024-07-26,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-11136,2024-07-26,2024-07-26,대기환경팀(B),조의호,,,,,지하역사,경기 의정부시 청사로 1 (신곡동),,,,2024-07-22,경기 남양주시 경춘북로 375 (별내동),5,2024-07-30,0,1,418,경기 남양주시 경춘북로 375 (별내동),,실내공기질/연구/실내공기질,구리역 집수정,07-24,1/1,,,,,,385.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400210-02,2024-07-24,실내공기질/연구/실내공기질,구리역,구리역 환승통로,경기도,,,결과승인완료,0,,,,,2024-07-26,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-11136,2024-07-26,2024-07-26,대기환경팀(B),조의호,,,,,지하역사,경기 의정부시 청사로 1 (신곡동),,,,2024-07-22,경기 남양주시 경춘북로 375 (별내동),5,2024-07-30,0,1,419,경기 남양주시 경춘북로 375 (별내동),,실내공기질/연구/실내공기질,구리역 환승통로,07-24,1/1,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400216-01,2024-07-29,실내공기질/실내공기질/기존공동주택,장자호수공원역,장자호수공원역 집수정,경기도,경기도 철도건설과,,결과승인완료,0,,,,,2024-08-02,관원,,,상기실험확인함,철도건설과-10416,2024-07-29,경기도보건환경연구원북부지원-11490,2024-08-02,2024-08-02,대기환경팀(B),조의호,,,,,,경기 의정부시 청사로 1 경기도청 북부청사,,,,2024-07-29,경기 구리시 경춘로 10 (교문동),0,,0,1,430,경기 구리시 경춘로 10 (교문동),경기도 철도건설과,실내공기질/실내공기질/기존공동주택,장자호수공원역 집수정,07-29,1/1,,,,,,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400217-01,2024-07-29,실내공기질/실내공기질/기존공동주택,동구릉역,동구릉역 집수정,경기도,경기도 철도건설과,,결과승인완료,0,,,,,2024-08-02,관원,,,상기실험확인함,철도건설과-10416,2024-07-29,경기도보건환경연구원북부지원-11490,2024-08-02,2024-08-02,대기환경팀(B),조의호,,,,,,경기 의정부시 청사로 1 (신곡동),,,,2024-07-29,구리시 인창동 679-8,0,,0,1,431,구리시 인창동 679-8,경기도 철도건설과,실내공기질/실내공기질/기존공동주택,동구릉역 집수정,07-29,1/1,,,,,,253.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400218-01,2024-07-29,실내공기질/실내공기질/기존공동주택,다산역,다산역 집수정,경기도,경기도 철도건설과,,결과승인완료,0,,,,,2024-08-02,관원,,,상기실험확인함,철도건설과-10416,2024-07-29,경기도보건환경연구원북부지원-11490,2024-08-02,2024-08-02,대기환경팀(B),조의호,,,,,,경기 의정부시 청사로 1 (신곡동),,,,2024-07-29,남양주시 다산동 5841-2,0,,0,1,432,남양주시 다산동 5841-2,경기도 철도건설과,실내공기질/실내공기질/기존공동주택,다산역 집수정,07-29,1/1,,,,,,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400220-01,2024-07-31,실내공기질/실내공기질/가,아론PC방청학점,입구,남양주시,남양주시장,,결과승인완료,1,이산화탄소,,,,2024-08-13,관원,,,부적합,기후에너지과-3067,2024-01-18,경기도보건환경연구원북부지원-12484,2024-08-21,2024-08-13,대기환경팀(B),김찬혁,,,,,PC방,경기 남양주시 경춘로 1037 (금곡동),,,,2024-07-31,경기 남양주시 별내면 청학로68번길 3,10,2024-08-13,0,4,433,경기 남양주시 별내면 청학로68번길 3 ,남양주시장,실내공기질/실내공기질/가,입구,07-31,4/4,49.4,14.4,6.4,1060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400220-02,2024-07-31,실내공기질/실내공기질/가,아론PC방청학점,내부 음수대,남양주시,남양주시장,,결과승인완료,1,이산화탄소,,,,2024-08-13,관원,,,부적합,기후에너지과-3067,2024-01-18,경기도보건환경연구원북부지원-12484,2024-08-21,2024-08-13,대기환경팀(B),김찬혁,,,,,PC방,경기 남양주시 경춘로 1037 (금곡동),,,,2024-07-31,경기 남양주시 별내면 청학로68번길 3,10,2024-08-13,0,4,434,경기 남양주시 별내면 청학로68번길 3 ,남양주시장,실내공기질/실내공기질/가,내부 음수대,07-31,4/4,54.1,14.0,7.8,1111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400221-01,2024-08-01,실내공기질/실내공기질/나,햇빛스마트요양원,1층로비,남양주시,남양주시장,,결과승인완료,1,폼알데하이드,,,,2024-08-13,관원,,,부적합,기후에너지과-3067,2024-01-18,경기도보건환경연구원북부지원-12080,2024-08-13,2024-08-13,대기환경팀(B),김찬혁,,,,,요양원,경기 남양주시 경춘로 1037 (금곡동),,,,2024-08-01,경기 남양주시 진접읍 봉현로59번길 19,10,2024-08-14,0,5,435,경기 남양주시 진접읍 봉현로59번길 19 ,남양주시장,실내공기질/실내공기질/나,1층로비,08-01,5/5,129.0,14.8,11.3,684.0,361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400221-02,2024-08-01,실내공기질/실내공기질/나,햇빛스마트요양원,4층로비,남양주시,남양주시장,,결과승인완료,0,,,,,2024-08-13,관원,,,부적합,기후에너지과-3067,2024-01-18,경기도보건환경연구원북부지원-12080,2024-08-13,2024-08-13,대기환경팀(B),김찬혁,,,,,요양원,경기 남양주시 경춘로 1037 (금곡동),,,,2024-08-01,경기 남양주시 진접읍 봉현로59번길 19,10,2024-08-14,0,5,436,경기 남양주시 진접읍 봉현로59번길 19 ,남양주시장,실내공기질/실내공기질/나,4층로비,08-01,5/5,46.9,18.0,8.7,778.0,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400222-01,2024-07-31,실내공기질/실내공기질/나,VIP보명요양원,1층로비,의정부시,의정부시장,,결과승인완료,0,,,,,2024-08-13,관원,,,적합,환경관리과-1500,2024-01-18,경기도보건환경연구원북부지원-12056,2024-08-13,2024-08-13,대기환경팀(B),김찬혁,,,,,요양원,경기도 의정부시 시민로 1,,,,2024-07-31,경기 의정부시 능곡로26번길 49 (신곡동),10,2024-08-13,0,5,437,경기 의정부시 능곡로26번길 49 (신곡동),의정부시장,실내공기질/실내공기질/나,1층로비,07-31,5/5,42.5,7.1,3.7,552.0,448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400222-02,2024-07-31,실내공기질/실내공기질/나,VIP보명요양원,2층 프로그램실,의정부시,의정부시장,,결과승인완료,0,,,,,2024-08-13,관원,,,적합,환경관리과-1500,2024-01-18,경기도보건환경연구원북부지원-12056,2024-08-13,2024-08-13,대기환경팀(B),김찬혁,,,,,요양원,경기도 의정부시 시민로 1,,,,2024-07-31,경기 의정부시 능곡로26번길 49 (신곡동),10,2024-08-13,0,5,438,경기 의정부시 능곡로26번길 49 (신곡동),의정부시장,실내공기질/실내공기질/나,2층 프로그램실,07-31,5/5,56.1,8.1,6.0,848.0,396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2792400224-01,2024-08-08,실내공기질/실내공기질/나,로하스일산병원,4층 복도,고양시,고양시장,,결과승인완료,0,,,,,2024-08-21,관원,,,적합,기후에너지과-3218,2024-01-18,경기도보건환경연구원북부지원-12509,2024-08-21,2024-08-21,대기환경팀(B),위효빈,,,,,의료기관,경기도 고양시 덕양구 고양시청로 10,,,,2024-08-08,경기 고양시 일산서구 일중로 59 (일산동) 로하스일산병원,10,2024-08-22,0,5,443,경기 고양시 일산서구 일중로 59 (일산동) 로하스일산병원,고양시장,실내공기질/실내공기질/나,4층 복도,08-08,5/5,67.0,17.8,6.2,671.0,528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
